product_id,product_name,brand_id,brand_name,loves_count,rating,reviews,size,variation_type,variation_value,variation_desc,ingredients,price_usd,limited_edition,new,online_only,out_of_stock,sephora_exclusive,highlights,primary_category,secondary_category,tertiary_category,child_count,child_max_price,child_min_price
P451642,Plush Pout Lip Gloss,6242,Artist Couture,12581,4.4222,45,.22 oz/ 6.4 mL,Color,Uncensored 2.0,warm nude,"['Polybutene, Hydrogenated Polyisobutene, Isostearyl Isostearate, Polyglyceryl-2 Tetraisostearate, Hydrogenated Styrene/Methyl Styrene/Indene Copolymer, Synthetic Beeswax, Caprylic/Capric Triglyceride, Mica, Stearalkonium Bentonite, Ethylhexyl Palmitate, Menthone Glycerin Acetal, Dicalcium Phosphate, Propylene Carbonate, Tribehenin, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Flavor (Aroma), Ricinus Communis (Castor) Seed Oil [Ricinus Communis Oil], Sorbitan Isostearate, Sodium Hyaluronate, Lactic Acid, Hydrogenated Castor Oil, Palmitoyl Tripeptide-1, Tocopherol, Titanium Dioxide (CI 77891), Iron Oxides (CI 77492), Blue 1 Lake (CI 42090), Red 7 Lake (CI 15850).']",18,0,0,0,0,1,"['Cream Formula', 'High Shine Finish', 'Vegan', 'Plumping', 'Long-wearing']",Makeup,Lip,Lip Gloss,1,18,18
P479301,Stay Lit Liquid Eyeshadows,6242,Artist Couture,6040,4,11,10 oz/ 3 g,Color,Hennything Goes,metallic rich chocolate,"['Water, Synthetic Fluorophlogopite, Mica, PEG-40 Hydrogenated Castor Oil, Dimethicone, Butylene Glycol, Glycerin, Polymethylsilsesquioxane, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Aminomethyl Propanediol, Sodium Dehydroacetate, Caprylyl Glycol, Ethylhexylglycerin, Polysilicone-11, Tin Oxide, Tocopherol, [+/- (May Contain): Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891)].']",22,1,0,1,0,1,"['Vegan', 'Metallic Finish', 'Long-wearing', 'Without Phthalates', 'Without Parabens', 'Cruelty-Free']",Makeup,Eye,Eyeshadow,4,22,22
P472308,Multi Use Beauty Setting Powder,6242,Artist Couture,4179,4.4,15,0.24 oz/ 7g,Color,Honey Suede,"medium, golden undertone","['Talc, Polyethylene, Nylon-12, Phenyl Trimethicone, Sodium Dehydroacetate, Phenoxyethanol, Sorbic Acid, Sodium Hyaluronate. May Contain/Peut Contenir (+/-):Mica CI 77019, Titanium Dioxide CI 77891, Iron Oxides (CI 77491, CI 77492, CI 77499), Ultramarines CI 77007, Manganese Violet CI 77742, Yellow 5 Lake CI 19140.']",34,0,0,1,0,1,"['Light Coverage', 'Vegan', 'Pressed Powder Formula', 'Natural Finish', 'Best for Oily, Combo, Normal Skin']",Makeup,Face,Setting Spray & Powder,2,34,34
P61004,Mineral Veil Talc Free Setting Powder,5737,bareMinerals,117617,4.5216,5984,0.3 oz/ 8.5 g,Color,Illuminating Mineral Veil,completely sheer with luminous finish,"['Zea Mays (Corn Starch), Corn Starch Modified, Zinc Stearate, Magnesium Stearate. May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).']",33,0,0,0,0,0,"['Loose Powder Formula', 'Without Parabens', 'Without Phthalates', 'Vegan', 'Clean at Sephora']",Makeup,Face,Setting Spray & Powder,2,33,20
P410543,BAREPRO 16-HR Skin-Perfecting Powder Foundation,5737,bareMinerals,89419,4.0679,427,0.2 oz/ 8g,Color,Medium 35 Warm,for medium-tan warm skin with a golden hue,"['Synthetic Fluorphlogopite, Mica, Caprylic/Capric Triglyceride, Zinc Oxide, Diphenyl Dimethicone/Vinyl Diphenyl Dimethicone/Silsesquioxane Crosspolymer, Zinc Myristate, Dimethicone, Silica, Dimethicone Crosspolymer, Boron Nitride, Theobroma Cacao (Cocoa) Seed Butter, Diphenylsiloxy Phenyl Trimethicone, Crithmum Maritimum Extract, Vitis Vinifera (Grape) Juice Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Ananas Sativus (Pineapple) Fruit Extract, Butyrospermum Parkii (Shea) Butter, Squalane, Paeonia Albiflora Root Extract, Hydrogen Dimethicone, Tocopheryl Acetate, Quercetin, Polysilicone-2, Aluminum Hydroxide, Polysorbate 80, Methicone, Sorbitan Sesquiisostearate, Calcium Silicate, Ethylhexylglycerin, Tocopherol, Water (Aqua/Eau), Butylene Glycol, Lauroyl Lysine, Benzoic Acid, Phenoxyethanol, Chlorphenesin. May Contain/Peut Contenir (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).']",38,0,0,0,0,0,"['Vegan', 'Pressed Powder Formula', 'Clean at Sephora', 'Matte Finish', 'Long-wearing', 'Full Coverage']",Makeup,Face,Foundation,34,38,38
P61005,Warmth All-Over Face Color Loose Bronzer,5737,bareMinerals,64159,4.5866,3411,0.03 oz/ 0.85 g,Color,Warmth,healthy/ sun-kissed glow - chestnut,"['Mica (CI 77019), Bismuth Oxychloride (CI 77163), Titanium Dioxide (CI 77891), Iron Oxides (CI 77499, CI 77492, CI 77491), Ultramarines (CI 77007), Kaolin, Carmine (CI 75470).']",25,0,0,0,0,0,"['Loose Powder Formula', 'Radiant Finish', 'Vegan', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Without Silicones', 'Clean at Sephora']",Makeup,Face,Setting Spray & Powder,1,25,25
P469839,Gen Nude Blonzer Blush + Bronzer,5737,bareMinerals,39865,4.543,256,0.13 oz/ 3.8 g,Color,Kiss of Pink,warm pink,"['Mica, Caprylic/Capric Triglyceride, Bis-Diglyceryl Polyacyladipate-2, Diisostearyl Malate, Microcrystalline Cellulose, Phenyl Trimethicone, Dimethicone, Caffeine, Cucumis Sativus (Cucumber) Fruit Extract, Borago Officinalis Seed Oil, Boron Nitride, Silica, Dimethicone/Vinyl Dimethicone Crosspolymer, Ethylhexylglycerin, Caprylyl Glycol, Calcium Aluminum Borosilicate, Tin Oxide, Calcium Sodium Borosilicate, Synthetic Fluorphlogopite, Sodium Dehydroacetate. May Contain/Peut Contenir (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Manganese Violet (Ci 77742), Red 7 Lake (Ci 15850).']",26,0,0,0,0,0,"['Vegan', 'Pressed Powder Formula', 'Clean at Sephora', 'Fragrance Free', 'Gluten Free']",Makeup,Cheek,Bronzer,2,26,26
P455324,Mineralist Hydra-Smoothing Lipstick,5737,bareMinerals,39520,4.4602,1873,0.12 oz/ 3.6 g,Color,Grace,nude pink,"['Ricinus Communis (Castor) Seed Oil, Diisostearyl Malate, Ethylhexyl Olivate, Octyldodecanol, Oryza Sativa (Rice) Bran Wax, Euphorbia Cerifera (Candelilla) Wax (Candelilla Cera/Cire De Candelilla), Silica, Butyrospermum Parkii (Shea) Butter, Polyglyceryl-2 Triisostearate, Simmondsia Chinensis (Jojoba) Seed Oil, Flavor (Aroma), Hippophae Rhamnoides Oil, Punica Granatum Flower Extract, Glyceryl Behenate, Polyester-1, Silica Dimethyl Silylate, Squalane, Tocopherol, Linalool. May Contain/Peut Contenir (+/-): Titanium Dioxide (Ci 77891), Mica, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Blue 1 Lake (Ci 42090), Red 6 (Ci 15850), Red 7 Lake (Ci 15850), Red 28 Lake (Ci 45410), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985).']",22,0,0,0,0,0,"['Satin Finish', 'Hydrating', 'Vegan', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Without Silicones', 'Clean at Sephora']",Makeup,Lip,Lipstick,11,22,22
P427652,Gen Nude Powder Blush,5737,bareMinerals,31318,4.6062,193,0.21 oz/ 3.7 mL,Color,Pink Me Up,medium nude pink with gold pearl,"['Synthetic Fluorphlogopite, Diisostearyl Malate, Dipentaerythrityl Hexahydroxystearate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Lauroyl Lysine, Triethylhexanoin, Sorbitan Sesquiisostearate, Hydrogen Dimethicone, Dimethicone, Tocopherol, Barium Sulfate, Silica, Alumina, Tin Oxide, Chlorphenesin. May Contain (+/-): Mica, Carmine (Ci 75470), Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Red 7 Lake (Ci 15850).']",26,0,0,0,0,0,"['Vegan', 'Pressed Powder Formula', 'Natural Finish', 'Clean at Sephora', 'Without Parabens', 'Without Silicones', 'Without Sulfates SLS & SLES']",Makeup,Cheek,Blush,3,26,26
P469847,Mineralist Lip Gloss Balm,5737,bareMinerals,29479,4.6178,225,0.13 oz/ 4 mL,Color,Serenity,nude pink,"['Diisostearyl Malate, Phenyl Dimethicone, Triisostearyl Citrate, Glyceryl Behenate, Helianthus Annuus (Sunflower) Seed Wax, Simmondsia Chinensis (Jojoba) Seed Oil, Punica Granatum Flower Extract, Hippophae Rhamnoides Oil, Prunus Domestica Seed Oil, Ascorbyl Palmitate, Tocopherol, Silica Dimethyl Silylate, Calcium Stearate, Polyglyceryl-2 Triisostearate, Flavor (Aroma), Linalool. May contain/peut contenir (+/-): Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Blue 1 Lake (Ci 42090), Red 7 Lake (Ci 15850), Red 28 Lake (Ci 45410), Yellow 5 Lake (Ci 19140).']",22,0,0,0,0,0,"['Vegan', 'High Shine Finish', 'Hydrating', 'Clean at Sephora']",Makeup,Lip,Lip Gloss,7,22,22
P470512,Original Liquid Mineral Concealer,5737,bareMinerals,15997,4.3244,706,0.2 oz / 6 mL,Color,Very Fair 0.5C,for very fair cool skin with pink undertones,"['Water (Aqua/Eau), Tetradecane, Glycerin, Hydrogenated Polydecene, Polyglyceryl-3 Diisostearate, Propanediol, Decyl Isostearate, Isostearyl Isostearate, Lauroyl Lysine, Sorbitan Sesquiisostearate, Magnesium Stearate, Disteardimonium Hectorite, Isostearic Acid, Nymphaea Alba Flower Extract, Ethylhexylglycerin, Methyl Methacrylate Crosspolymer, Silica, Trisodium Edta, Phenoxyethanol. May Contain/Peut Contenir(+/-): Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).']",28,0,0,0,0,0,"['Vegan', 'Natural Finish', 'Liquid Formula', 'Good for: Dark Circles', 'Medium Coverage', 'Cruelty-Free']",Makeup,Face,Concealer,19,28,28
P473848,Original Mineral Veil Pressed Setting Powder,5737,bareMinerals,13414,4.4453,869,0.3 oz/ 9 g,Color,Translucent,for all skin tones,"['Mica, Silica, Diisostearyl Malate, Magnesium Myristate, Caprylic/Capric Triglyceride, Theobroma Cacao (Cocoa) Seed Butter, Butyrospermum Parkii (Shea) Butter, Tocopheryl Acetate, Quercetin, Chlorphenesin.']",33,0,0,0,0,0,"['Pressed Powder Formula', 'Matte Finish', 'Good for: Pores', 'Best for Oily, Combo, Normal Skin', 'Vegan', 'Clean at Sephora']",Makeup,Face,Setting Spray & Powder,1,33,33
P473842,MINERALIST Lasting Eyeliner,5737,bareMinerals,8893,4.4298,228,0.012 oz/ 0.35 g,Color,Topaz,matte rich brown,"['Isododecane, Polyethylene, Synthetic Wax, Ethylene/Propylene Copolymer, Bis-Diglyceryl Polyacyladipate-2, Hydrogenated Polydicyclopentadiene, Polybutene, Aloe Barbadensis Leaf Extract, Carthamus Tinctorius (Safflower) Seed Oil, Persea Gratissima (Avocado) Oil, Phytosterols, Olea Europaea (Olive) Fruit Oil, Tocopheryl Acetate, Ascorbyl Palmitate, Octyldodecanol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Calcium Sodium Borosilicate, Silica, Tin Oxide, Synthetic Fluorphlogopite, Sorbitan Oleate. May Contain/Peut Contenir (+/-): Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Copper Powder (Ci 77400), Ferric Ammonium Ferrocyanide (Ci 77510).']",21,0,0,0,0,0,"['Vegan', 'Clean at Sephora', 'Long-wearing', 'Waterproof', 'Without Silicones', 'Cruelty-Free']",Makeup,Eye,Eyeliner,1,21,21
P158509,Faux Tan Bronzer,5737,bareMinerals,947,4.526,192,0.03 oz/ 0.85 g,Color,Faux Tan,sunlit bronze,"['Mica (CI 77019), Bismuth Oxychloride (CI 77163), Titanium Dioxide (CI 77891), Iron Oxides (CI 77499, CI 77492, CI 77491), Ultramarines (CI 77007), Kaolin, Carmine (CI 75470).']",25,0,0,0,0,0,"['Vegan', 'Loose Powder Formula', 'Radiant Finish', 'Clean at Sephora', 'Without Parabens', 'Without Silicones', 'Without Sulfates SLS & SLES']",Makeup,Cheek,Bronzer,0,,
P433987,Bounce Liquid Whip Long Wear Foundation,5938,beautyblender,126259,4.074,3042,1 oz / 30 mL,Color,1.00C Light Ivory,very light with cool undertones,"['Water/Aqua/Eau, Cyclopentasiloxane, Caprylyl Methicone, Cetyl PEG/PPG-10/1 Dimethicone, Aluminum Starch Octenylsuccinate, Talc, Sodium Chloride, Sodium Hyaluronate, Glycerin, Betula Alba Leaf Extract, Methicone Propylene Carbonate, Methyl Methacrylate Crosspolymer, Disteardimonium Hectorite, Disodium EDTA, Sodium Dehydroacetate, Phenoxyethanol, Potassium Sorbate, Glucuronic Acid, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate. May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491/CI 77492/CI 77499), Ultramarines (CI 77007).']",29,0,0,0,0,1,"['Vegan', 'Natural Finish', 'Liquid Formula', 'Full Coverage', 'Best for Oily, Combo, Normal Skin', 'Cruelty-Free']",Makeup,Face,Foundation,39,29,29
P477136,BOUNCE Always On Radiant Skin Tint,5938,beautyblender,36435,4.5068,959,1 oz/ 30mL,Color,Light 1,fair skin tones with neutral undertones,"['Eau/Aqua/Water, Methyl Trimethicone, Caprylic/Capric Triglyceride, Dimethicone, Cetyl Peg/PPG-10/1 Dimethicone, Ethylhexyl Palmitate, Phenyl Trimethicone, Lauryl PEG-10 Tris(Trimethylsiloxy)Silylethyl Dimethicone, Isodecyl Neopentanoate, Glycerin, Benzyl Alcohol, Sorbitol, Disteardimonium Hectorite, Sodium Chloride, Aluminum Hydroxide, Tocopheryl Acetate, Disodium EDTA, Sodium Lauroyl Glutamate, Niacinamide, Dehydroacetic Acid, Sodium Carboxymethyl Beta - Glucan, Lysine, Magnesium Chloride, Polyglyceryl-10 Oleate, Apricot Kernel Oil Polyglyceryl-6 Esters, Sodium Hyaluronate, Sorbitan Palmitate, Honokiol, Magnolol, Salix Alba Bark Extract/Salix Alba (Willow) Bark Extract, Tocopherol. May contain (+/-) | Peut Contenir: Titanium Dioxide (CI 77891) / Iron Oxides (CI 77492, CI 77499, CI 77491).']",29,0,0,0,0,1,"['Liquid Formula', 'Long-wearing', 'Light Coverage', 'Natural Finish', 'Hyaluronic Acid', 'Best for Combination Skin']",Makeup,Face,Foundation,19,29,29
P455325,BOUNCE Airbrush Liquid Whip Concealer,5938,beautyblender,25725,4.1948,878,0.27 oz/ 8 mL,Color,1.50 C Light Beige,,"['Aqua/Water/Eau, Dimethicone, Trimethylsiloxysilicate, Caprylic/Capric Triglyceride, Cetyl Dimethicone, Cetyl Diglyceryl Tris(Trimethylsiloxy)silylethyl Dimethicone, Stearic Acid, Glycerin, Glyceryl Stearate, Olus Oil/Vegetable Oil/Huile végétale Oryza Sativa (Rice) Bran Oil, Helianthus Annuus (Sunflower) Seed Oil, Oryza Sativa (Rice) Bran Wax, Rhus Succedanea Fruit Wax, Tocopheryl Acetate, Tocopherol, Tetrahexyldecyl Ascorbate, Hydrogenated Polyisobutene, Disteardimonium Hectorite, Kaolin, Cetyl Alcohol, Silica Dimethyl, Silylate Boron Nitride, Acetyl Tetrapeptide-5, Aluminum Dimyristate, Stearyl Alcohol, Disodium Stearoyl Glutamate, Phytantriol, Butylene Glycol, Sodium Chloride, Triethoxycaprylylsilane, Ethylhexylglycerin, Sodium Hyaluronate, Potassium Sorbate, Caprylyl Glycol, Phenoxyethanol. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77492), Iron Oxides (CI 77491), Iron Oxides (CI 77499).']",26,0,0,0,1,1,"['Vegan', 'Natural Finish', 'Liquid Formula', 'Hydrating', 'Long-wearing', 'Full Coverage']",Makeup,Face,Concealer,3,26,6
P475051,Bounce Liquid Whip Cream Blush,5938,beautyblender,8726,4.4324,858,0.14 oz/ 4.1 g,Color,Cheeky Pink,soft baby pink with pearl,"['Dimethicone, Isononyl Isononanoate, Cetearyl Isononanoate, Trimethylsiloxyphenyl Dimethicone, Mica, Polyethylene, Lauryl Dimethicone, Dicalcium Phosphate, Silica, Nylon-12, Polymethyl Methacrylate, Dimethicone/Divinyldimethicone/Silsesquioxane Crosspolymer, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Water (Aqua), Ascorbyl Palmitate, Tourmaline, Ricinus Communis (Castor) Seed Oil [Ricinus Communis Oil], Sodium Hyaluronate, Hydrogenated Castor Oil, Calcium Aluminum Borosilicate, Tin Oxide. May Contain: Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492), Blue 1 Lake (Ci 42090), Yellow 5 Lake (Ci 19140), Red 6, Red 7 Lake (Ci 15850).']",22,0,0,0,0,1,"['Cream Formula', 'Natural Finish', 'Hyaluronic Acid', 'Vegan', 'Without Parabens', 'Without Sulfates SLS & SLES']",Makeup,Cheek,Blush,3,22,22
P471744,Blendercleanser Liquid Charcoal Unscented Sponge & Brush Cleanser,5938,beautyblender,4457,2.8333,12,3 oz/ 88 mL,,,,"['Water/Eau/Aqua, Myristic Acid, Glycerin, Potassium Hydroxide, Palmitic Acid, Lauramidopropyl Hydroxysultaine, Sodium Methyl Cocoyl Taurate, Benzyl Alcohol, Sodium Cocoyl Glycinate, Cocoyl Methyl Glucamide, Disodium EDTA, Ethylhexylglycerin, Charcoal Powder, Sodium Chloride, Sorbic Acid.']",15,0,0,0,0,0,"['Vegan', 'Without Sulfates SLS & SLES', 'Without Parabens', 'Without Phthalates']",Makeup,Accessories,Makeup Removers,0,,
P470004,BOUNCE  Soft Focus Gemstone Setting Powder,5938,beautyblender,2963,4.2329,644,0.35 oz/ 10 mL,Color,Chocolate,deep range,"['Mica, Polymethylsilsesquioxane, Zea Mays (Corn) Starch, Caprylyl Glocol, Ethylhexylglycerin, Aloe Barbadensis Leaf Extract (Aloe Barbadensis Extract), Quartz, Ruby Powder, Smithsonite Extract, Tourmaline, Sodium Hyaluronate, Water (Aqua Eau), Glycerin, Hydrolyzed Pearl, Sea Salt (Maris Sal), Phenoxyethanol.']",32,0,0,0,0,1,"['Loose Powder Formula', 'Light Coverage', 'Best for Oily Skin', 'Hyaluronic Acid']",Makeup,Face,Setting Spray & Powder,4,32,32
P290636,Hoola Bronzer,5333,Benefit Cosmetics,380654,4.4756,3278,0.28 oz / 8 g,Color,Hoola,matte bronzer,"['Talc, Iron Oxides (Ci77491, Ci77492, Ci77499), Zinc Stearate, Ethylhexyl Palmitate, Titanium Dioxide (Ci77891), Dimethicone, Manganese Violet (Ci77742), Methylparaben, Sodium Dehydroacetate, Boron Nitride, Propylparaben, Butylparaben.']",35,0,0,0,0,0,"['allure 2020 Best of Beauty Award Winner', 'Pressed Powder Formula', 'Matte Finish']",Makeup,Cheek,Bronzer,4,35,18
P409239,Gimme Brow+ Tinted Volumizing Eyebrow Gel,5333,Benefit Cosmetics,292562,4.3919,5170,0.1 oz/ 3 g,Color,4,warm deep brown,"['Water, Mica, Glyceryl Stearate, Pentylene Glycol, Polypropylene, Magnesium Aluminum Silicate, PEG-100 Stearate, Phenoxyethanol, Polyacrylamide, C13-14 Isoparaffin, Laureth-7, Panthenol, Glycerin, Althaea Officinalis Root Extract, Silica, Citric Acid, Potassium Sorbate, Sodium Benzoate. May Contain (+/-): Yellow 5/Yellow 5 Lake (Ci 19140), Blue 1 Lake (Ci 42090), Ultramarines (Ci 77007), Bismuth Oxychloride (Ci 77163), Chromium Oxide Greens (Ci 77288), Chromium Hydroxide Green (Ci 77289), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Ferric Ferrocyanide/Ferric Ammonium Ferrocyanide (Ci 77510), Manganese Violet (Ci 77742), Titanium Dioxide (Ci 77891).']",26,0,0,0,0,0,"['Natural Finish', 'Community Favorite', 'Long-wearing']",Makeup,Eye,Eyebrow,25,40,15
P408219,"Precisely, My Brow Pencil Waterproof Eyebrow Definer",5333,Benefit Cosmetics,278187,4.5425,5169,0.002 oz/ 0.08 g,Color,Shade 3.5,neutral medium brown,"['Stearic Acid, Rhus Succedanea Fruit Wax, Talc, Hydrogenated Castor Oil, Paraffinum Liquidum (Mineral Oil), Cera Microcristallina (Microcrystalline Wax), Cera Alba (Beeswax), Hydrogenated Coconut Oil, Hydrogenated Palm Kernel Oil, Hydrogenated Palm Oil, Aluminum Hydroxide, Tocopherol, Lecithin, Bht. May Contain (+/-): Yellow 5/Yellow 5 Lake (Ci 19140), Blue 1 Lake (Ci 42090), Ultramarines (Ci 77007), Bismuth Oxychloride (Ci 77163), Chromium Oxide Greens (Ci 77288), Chromium Hydroxide Green (Ci 77289), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Ferric Ferrocyanide/Ferric Ammonium Ferrocyanide (Ci 77510), Manganese Violet (Ci 77742), Titanium Dioxide (Ci 77891).']",25,0,0,0,0,0,"['Community Favorite', 'Long-wearing', 'Waterproof']",Makeup,Eye,Eyebrow,23,25,15
P1272,Benetint Liquid Lip Blush & Cheek Tint,5333,Benefit Cosmetics,166261,4.1869,3675,0.2 oz / 6 g,Color,Benetint,rose tinted lip & cheek stain,"['Water (Aqua), Polysorbate 20, Phenoxyethanol, Sodium Hydroxide, Carmine (Ci 75470), Methylparaben, Fragrance (Parfum), Tetrasodium Edta, Geraniol, Linalool, Hexyl Cinnamal, Citronellol, Maltodextrin, Benzyl Salicylate, Bht.']",21,0,0,0,0,0,"['Natural Finish', 'Long-wearing']",Makeup,Cheek,Blush,5,33,21
P408218,Goof Proof Waterproof Easy Shape & Fill Eyebrow Pencil,5333,Benefit Cosmetics,137430,4.3355,1711,0.01 oz/ 0.34 g,Color,3.75,warm medium brown,"['Synthetic Fluorphlogopite, Stearic Acid, Hydrogenated Castor Oil, Synthetic Japan Wax, Ethylhexyl Palmitate, Cera Alba (Beeswax), Sorbitan Sesquiisostearate, Aluminum Hydroxide, Tocopherol. May Contain (+/-): Yellow 5/Yellow 5 Lake (Ci 19140), Blue 1 Lake (Ci 42090), Ultramarines (Ci 77007), Bismuth Oxychloride (Ci 77163), Chromium Oxide Greens (Ci 77288), Chromium Hydroxide Green (Ci 77289), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Ferric Ferrocyanide/Ferric Ammonium Ferrocyanide (Ci 77510), Manganese Violet (Ci 77742), Titanium Dioxide (Ci 77891).']",25,0,0,0,0,0,,Makeup,Eye,Eyebrow,14,25,15
P440700,Mini Gimme Brow+ Tinted Volumizing Eyebrow Gel,5333,Benefit Cosmetics,121605,4.0832,661,,Color,1,cool light blonde,"['Water, Mica, Glyceryl Stearate, Polypropylene, Magnesium Aluminum Silicate, Peg-100 Stearate, Polyacrylamide, Phenethyl Alcohol, C13-14 Isoparaffin, Glyceryl Caprylate, Laureth-7, Panthenol, Glycerin, Silica, Althaea Officinalis Root Extract, Citric Acid, Potassium Sorbate, Sodium Benzoate. May Contain (+/-): Yellow 5/Yellow 5 Lake (Ci 19140), Blue 1 Lake (Ci 42090), Aluminum Powder (Ci 77000), Ultramarines (Ci 77007), Bismuth Oxychloride (Ci 77163), Chromium Oxide Greens (Ci 77288), Chromium Hydroxide Green (Ci 77289), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Ferric Ferrocyanide/Ferric Ammonium Ferrocyanide (Ci 77510), Manganese Violet (Ci 77742), Titanium Dioxide (Ci 77891).']",15,0,0,0,0,0,"['Natural Finish', 'Community Favorite', 'Long-wearing']",Makeup,Eye,Eyebrow,9,15,15
P409242,24-HR Brow Setter Clear Brow Gel with Lamination Effect,5333,Benefit Cosmetics,95926,4.3455,1583,0.23 oz/ 7 mL,Size,0.23 oz/ 7 mL,,"['Aqua (Water), Alcohol, Acrylates Copolymer, Amp-Acrylates Copolymer, Hydroxyethylcellulose, Phenoxyethanol, PEG-12 Dimethicone, Caprylyl Glycol, Panthenol, Butylene Glycol, Gossypium Herbaceum (Cotton) Extract.']",26,0,0,0,0,0,"['Natural Finish', 'Long-wearing']",Makeup,Eye,Eyebrow,1,15,15
P38347,Dandelion Baby-Pink Blush,5333,Benefit Cosmetics,83967,4.4718,1933,0.08 oz / 2.5 g,Color,Mini,baby-pink brightening,"['Talc, Mica, Calcium Aluminum Borosilicate, Polyethylene, Magnesium Myristate, Pentaerythrityl Tetraethylhexanoate, Zinc Stearate, Octyldodecyl Stearoyl Stearate, Silica, Isopropyl Titanium Triisostearate, Phenoxyethanol, Bis-Diglyceryl Polyacyladipate-2, Squalane, Parfum (Fragrance), Lecithin, Sodium Dehydroacetate, Sodium Lauroyl Aspartate, Tocopheryl Acetate, Tocopherol, Glycine Soja (Soybean) Oil, Limonene, Bht, Retinyl Palmitate, Zinc Chloride, Linalool, Aluminum Hydroxide, Aqua (Water), Hexyl Cinnamal, Benzyl Salicylate, Citronellol, Citral, Eugenol. [+/- : Ci 15850 (Red 6, Red 7, Red 7 Lake), Ci 15985 (Yellow 6, Yellow 6 Lake), Ci 19140 (Yellow 5, Yellow 5 Lake), Ci 42090 (Blue 1 Lake), Ci 45410 (Red 27, Red 27 Lake, Red 28 Lake), Ci 73360 (Red 30, Red 30 Lake), Ci 75470 (Carmine), Ci 77007 (Ultramarines), Ci 77163 (Bismuth Oxychloride), Ci 77288 (Chromium Oxide Greens), Ci 77289 (Chromium Hydroxide Green), Ci 77491, Ci 77492, Ci 77499 (Iron Oxides), Ci 77510 (Ferric Ferrocyanide, Ferric Ammonium Ferrocyanide), Ci 77742 (Manganese Violet), Ci 77891 (Titanium Dioxide)].']",18,0,0,0,0,0,"['Pressed Powder Formula', 'Satin Finish', 'Long-wearing']",Makeup,Cheek,Blush,1,31,31
